1602,800,1988,1660
2177,1482,2048,1496
1730,949,1400,1620
1958,928,1620,792
1818,1063,1816,956
2112,246,816,1036
1392,1235,1284,824
2237,1321,1628,764
3127,1552,2232,688
2137,1544,2220,1136
1860,1410,1304,860
1647,1189,1896,1404
459, 1401,483, 1410
2168,1152,2304,1488
2499,1627,3012,1656
432, 1416,426, 1467
2200,230, 2190,220
2000,1500,2023,1523
2343,2332,2343,2332
2193,1407,2028,1152
979,1140,816,1668
2050,1009,2044,988
1728,1073,2088,1504
1873,1343,2116,2016
2168,1152,2148,916
2168,1152,2176,1164
2168,1152,2208,1436
2168,1152,2244,1672
2232,1720,2620,556
2475,1429,2632,848
2488,1524,2652,1152
2712,1340,2668,1412
1768,761,1320,604
1509,924,1344,880
1529,1004,1416,1112
1593,1052,1428,1388
1669,1068,1468,1668
1790,1079,1348,784
1816,1131,1640,1100
1842,1208,1708,1380
1898,1205,1732,1636
1609,931,1732,1884
1951,1058,1892,1068
2058,930,1892,1356
2035,815,1940,1652
2141,627,1936,1880
2002,1331,2548,1172
1985,1494,2580,1460
2168,1152,2636,1748
1986, 1620,2106, 1635
2031, 1701,1974, 1683
3516, 1785,3486, 1689
3522, 1767,3537, 1746
2168,1152,2612,2000
3474, 1749,1806, 537
1511,664,1216,364
1345,771,1264,688
1601,565,1300,988
1440,821,1364,1280
2487,1735,2716,836
1707, 324, 1707, 324
1827, 342, 1821, 324
240, 1899, 258, 1875
2608,1665,2704,1112
2805,1488,2740,1364
2883,1535,2788,1688
2332,1753,2404,940
2602,1562,2416,1200
2689,1432,2448,1464
2436,1885,2436,1752
2352,1992,2488,2028
1962, 1662,2061, 1683
2238, 828, 2214, 819
2259, 915, 2259, 864
2220, 936 , 2259, 927
2199, 909 , 2199, 918